id,gen,name,hp,atk,def,spa,spd,spe,weight,height,isNonstandard,dex_number,alias
3648,sm,Elgyem,55,55,55,85,55,30,9.0,0.5,Standard,605,elgyem
3649,sm,Beheeyem,75,75,75,125,95,40,34.5,1.0,Standard,606,beheeyem
3650,sm,Litwick,50,30,55,65,55,20,3.1,0.3,Standard,607,litwick
3651,sm,Lampent,60,40,60,95,60,55,13.0,0.6,Standard,608,lampent
3652,sm,Chandelure,60,55,90,145,90,80,34.3,1.0,Standard,609,chandelure
3653,sm,Poliwhirl,65,65,65,50,50,90,20.0,1.0,Standard,61,poliwhirl
3654,sm,Axew,46,87,60,30,40,57,18.0,0.6,Standard,610,axew
3655,sm,Fraxure,66,117,70,40,50,67,36.0,1.0,Standard,611,fraxure
3656,sm,Haxorus,76,147,90,60,70,97,105.5,1.8,Standard,612,haxorus
3657,sm,Cubchoo,55,70,40,60,40,40,8.5,0.5,Standard,613,cubchoo
3658,sm,Beartic,95,130,80,70,80,50,260.0,2.6,Standard,614,beartic
3659,sm,Cryogonal,80,50,50,95,135,105,148.0,1.1,Standard,615,cryogonal
3660,sm,Shelmet,50,40,85,40,65,25,7.7,0.4,Standard,616,shelmet
3661,sm,Accelgor,80,70,40,100,60,145,25.3,0.8,Standard,617,accelgor
3662,sm,Stunfisk,109,66,84,81,99,32,11.0,0.7,Standard,618,stunfisk
3663,sm,Mienfoo,45,85,50,55,50,65,20.0,0.9,Standard,619,mienfoo
3664,sm,Poliwrath,90,95,95,70,90,70,54.0,1.3,Standard,62,poliwrath
3665,sm,Mienshao,65,125,60,95,60,105,35.5,1.4,Standard,620,mienshao
3666,sm,Druddigon,77,120,90,60,90,48,139.0,1.6,Standard,621,druddigon
3667,sm,Golett,59,74,50,35,50,35,92.0,1.0,Standard,622,golett
3668,sm,Golurk,89,124,80,55,80,55,330.0,2.8,Standard,623,golurk
3669,sm,Pawniard,45,85,70,40,40,60,10.2,0.5,Standard,624,pawniard
3670,sm,Bisharp,65,125,100,60,70,70,70.0,1.6,Standard,625,bisharp
3671,sm,Bouffalant,95,110,95,40,95,55,94.6,1.6,Standard,626,bouffalant
3672,sm,Rufflet,70,83,50,37,50,60,10.5,0.5,Standard,627,rufflet
3673,sm,Braviary,100,123,75,57,75,80,41.0,1.5,Standard,628,braviary
3674,sm,Vullaby,70,55,75,45,65,60,9.0,0.5,Standard,629,vullaby
3675,sm,Abra,25,20,15,105,55,90,19.5,0.9,Standard,63,abra
3676,sm,Mandibuzz,110,65,105,55,95,80,39.5,1.2,Standard,630,mandibuzz
3677,sm,Heatmor,85,97,66,105,66,65,58.0,1.4,Standard,631,heatmor
3678,sm,Durant,58,109,112,48,48,109,33.0,0.3,Standard,632,durant
3679,sm,Deino,52,65,50,45,50,38,17.3,0.8,Standard,633,deino
3680,sm,Zweilous,72,85,70,65,70,58,50.0,1.4,Standard,634,zweilous
3681,sm,Hydreigon,92,105,90,125,90,98,160.0,1.8,Standard,635,hydreigon
3682,sm,Larvesta,55,85,55,50,55,60,28.8,1.1,Standard,636,larvesta
3683,sm,Volcarona,85,60,65,135,105,100,46.0,1.6,Standard,637,volcarona
3684,sm,Cobalion,91,90,129,90,72,108,250.0,2.1,Standard,638,cobalion
3685,sm,Terrakion,91,129,90,72,90,108,260.0,1.9,Standard,639,terrakion
3686,sm,Kadabra,40,35,30,120,70,105,56.5,1.3,Standard,64,kadabra
3687,sm,Virizion,91,90,72,90,129,108,200.0,2.0,Standard,640,virizion
3688,sm,Tornadus,79,115,70,125,80,111,63.0,1.5,Standard,641,tornadus
3689,sm,Tornadus-Therian,79,100,80,110,90,121,63.0,1.4,Standard,641,tornadus-therian
3690,sm,Thundurus,79,115,70,125,80,111,61.0,1.5,Standard,642,thundurus
3691,sm,Thundurus-Therian,79,105,70,145,80,101,61.0,3.0,Standard,642,thundurus-therian
3692,sm,Reshiram,100,120,100,150,120,90,330.0,3.2,Standard,643,reshiram
3693,sm,Zekrom,100,150,120,120,100,90,345.0,2.9,Standard,644,zekrom
3694,sm,Landorus,89,125,90,115,80,101,68.0,1.5,Standard,645,landorus
3695,sm,Landorus-Therian,89,145,90,105,80,91,68.0,1.3,Standard,645,landorus-therian
3696,sm,Kyurem,125,130,90,130,90,95,325.0,3.0,Standard,646,kyurem
3697,sm,Kyurem-Black,125,170,100,120,90,95,325.0,3.3,Standard,646,kyurem-black
3698,sm,Kyurem-White,125,120,90,170,100,95,325.0,3.6,Standard,646,kyurem-white
3699,sm,Keldeo,91,72,90,129,90,108,48.5,1.4,Standard,647,keldeo
3700,sm,Keldeo-Resolute,91,72,90,129,90,108,48.5,1.4,Standard,647,keldeo-resolute
3701,sm,Meloetta,100,77,77,128,128,90,6.5,0.6,Standard,648,meloetta
3702,sm,Genesect,71,120,95,120,95,99,82.5,1.5,Standard,649,genesect
3703,sm,Genesect-Burn,71,120,95,120,95,99,82.5,1.5,Standard,649,genesect-burn
3704,sm,Genesect-Chill,71,120,95,120,95,99,82.5,1.5,Standard,649,genesect-chill
3705,sm,Genesect-Douse,71,120,95,120,95,99,82.5,1.5,Standard,649,genesect-douse
3706,sm,Genesect-Shock,71,120,95,120,95,99,82.5,1.5,Standard,649,genesect-shock
3707,sm,Alakazam,55,50,45,135,95,120,48.0,1.5,Standard,65,alakazam
3708,sm,Chespin,56,61,65,48,45,38,9.0,0.4,Standard,650,chespin
3709,sm,Quilladin,61,78,95,56,58,57,29.0,0.7,Standard,651,quilladin
3710,sm,Chesnaught,88,107,122,74,75,64,90.0,1.6,Standard,652,chesnaught
3711,sm,Fennekin,40,45,40,62,60,60,9.4,0.4,Standard,653,fennekin
3712,sm,Braixen,59,59,58,90,70,73,14.5,1.0,Standard,654,braixen
3713,sm,Delphox,75,69,72,114,100,104,39.0,1.5,Standard,655,delphox
3714,sm,Froakie,41,56,40,62,44,71,7.0,0.3,Standard,656,froakie
3715,sm,Frogadier,54,63,52,83,56,97,10.9,0.6,Standard,657,frogadier
3716,sm,Greninja,72,95,67,103,71,122,40.0,1.5,Standard,658,greninja
3717,sm,Bunnelby,38,36,38,32,36,57,5.0,0.4,Standard,659,bunnelby
3718,sm,Machop,70,80,50,35,35,35,19.5,0.8,Standard,66,machop
3719,sm,Diggersby,85,56,77,50,77,78,42.4,1.0,Standard,660,diggersby
3720,sm,Fletchling,45,50,43,40,38,62,1.7,0.3,Standard,661,fletchling
3721,sm,Fletchinder,62,73,55,56,52,84,16.0,0.7,Standard,662,fletchinder
3722,sm,Talonflame,78,81,71,74,69,126,24.5,1.2,Standard,663,talonflame
3723,sm,Scatterbug,38,35,40,27,25,35,2.5,0.3,Standard,664,scatterbug
3724,sm,Spewpa,45,22,60,27,30,29,8.4,0.3,Standard,665,spewpa
3725,sm,Vivillon,80,52,50,90,50,89,17.0,1.2,Standard,666,vivillon
3726,sm,Vivillon-Fancy,80,52,50,90,50,89,17.0,1.2,Standard,666,vivillon-fancy
3727,sm,Vivillon-Pokeball,80,52,50,90,50,89,17.0,1.2,Standard,666,vivillon-pokeball
3728,sm,Litleo,62,50,58,73,54,72,13.5,0.6,Standard,667,litleo
3729,sm,Pyroar,86,68,72,109,66,106,81.5,1.5,Standard,668,pyroar
3730,sm,Flabebe,44,38,39,61,79,42,0.1,0.1,Standard,669,flabebe
3731,sm,Machoke,80,100,70,50,60,45,70.5,1.5,Standard,67,machoke
3732,sm,Floette,54,45,47,75,98,52,0.9,0.2,Standard,670,floette
3733,sm,Florges,78,65,68,112,154,75,10.0,1.1,Standard,671,florges
3734,sm,Skiddo,66,65,48,62,57,52,31.0,0.9,Standard,672,skiddo
3735,sm,Gogoat,123,100,62,97,81,68,91.0,1.7,Standard,673,gogoat
3736,sm,Pancham,67,82,62,46,48,43,8.0,0.6,Standard,674,pancham
3737,sm,Pangoro,95,124,78,69,71,58,136.0,2.1,Standard,675,pangoro
3738,sm,Furfrou,75,80,60,65,90,102,28.0,1.2,Standard,676,furfrou
3739,sm,Espurr,62,48,54,63,60,68,3.5,0.3,Standard,677,espurr
3740,sm,Meowstic-F,74,48,76,83,81,104,8.5,0.6,Standard,678,meowstic-f
3741,sm,Meowstic-M,74,48,76,83,81,104,8.5,0.6,Standard,678,meowstic-m
3742,sm,Honedge,45,80,100,35,37,28,2.0,0.8,Standard,679,honedge
3743,sm,Machamp,90,130,80,65,85,55,130.0,1.6,Standard,68,machamp
3744,sm,Doublade,59,110,150,45,49,35,4.5,0.8,Standard,680,doublade
3745,sm,Aegislash,60,50,150,50,150,60,53.0,1.7,Standard,681,aegislash
3746,sm,Spritzee,78,52,60,63,65,23,0.5,0.2,Standard,682,spritzee
3747,sm,Aromatisse,101,72,72,99,89,29,15.5,0.8,Standard,683,aromatisse
3748,sm,Swirlix,62,48,66,59,57,49,3.5,0.4,Standard,684,swirlix
3749,sm,Slurpuff,82,80,86,85,75,72,5.0,0.8,Standard,685,slurpuff
3750,sm,Inkay,53,54,53,37,46,45,3.5,0.4,Standard,686,inkay
3751,sm,Malamar,86,92,88,68,75,73,47.0,1.5,Standard,687,malamar
3752,sm,Binacle,42,52,67,39,56,50,31.0,0.5,Standard,688,binacle
3753,sm,Barbaracle,72,105,115,54,86,68,96.0,1.3,Standard,689,barbaracle
3754,sm,Bellsprout,50,75,35,70,30,40,4.0,0.7,Standard,69,bellsprout
3755,sm,Skrelp,50,60,60,60,60,30,7.3,0.5,Standard,690,skrelp
3756,sm,Dragalge,65,75,90,97,123,44,81.5,1.8,Standard,691,dragalge
3757,sm,Clauncher,50,53,62,58,63,44,8.3,0.5,Standard,692,clauncher
3758,sm,Clawitzer,71,73,88,120,89,59,35.3,1.3,Standard,693,clawitzer
3759,sm,Helioptile,44,38,33,61,43,70,6.0,0.5,Standard,694,helioptile
3760,sm,Heliolisk,62,55,52,109,94,109,21.0,1.0,Standard,695,heliolisk
3761,sm,Tyrunt,58,89,77,45,45,48,26.0,0.8,Standard,696,tyrunt
3762,sm,Tyrantrum,82,121,119,69,59,71,270.0,2.5,Standard,697,tyrantrum
3763,sm,Amaura,77,59,50,67,63,46,25.2,1.3,Standard,698,amaura
3764,sm,Aurorus,123,77,72,99,92,58,225.0,2.7,Standard,699,aurorus
3765,sm,Squirtle,44,48,65,50,64,43,9.0,0.5,Standard,7,squirtle
3766,sm,Weepinbell,65,90,50,85,45,55,6.4,1.0,Standard,70,weepinbell
3767,sm,Sylveon,95,65,65,110,130,60,23.5,1.0,Standard,700,sylveon
3768,sm,Hawlucha,78,92,75,74,63,118,21.5,0.8,Standard,701,hawlucha
3769,sm,Dedenne,67,58,57,81,67,101,2.2,0.2,Standard,702,dedenne
3770,sm,Carbink,50,50,150,50,150,50,5.7,0.3,Standard,703,carbink
3771,sm,Goomy,45,50,35,55,75,40,2.8,0.3,Standard,704,goomy
3772,sm,Sliggoo,68,75,53,83,113,60,17.5,0.8,Standard,705,sliggoo
3773,sm,Goodra,90,100,70,110,150,80,150.5,2.0,Standard,706,goodra
3774,sm,Klefki,57,80,91,80,87,75,3.0,0.2,Standard,707,klefki
3775,sm,Phantump,43,70,48,50,60,38,7.0,0.4,Standard,708,phantump
3776,sm,Trevenant,85,110,76,65,82,56,71.0,1.5,Standard,709,trevenant
3777,sm,Victreebel,80,105,65,100,70,70,15.5,1.7,Standard,71,victreebel
3778,sm,Pumpkaboo,49,66,70,44,55,51,5.0,0.4,Standard,710,pumpkaboo
3779,sm,Pumpkaboo-Large,54,66,70,44,55,46,7.5,0.5,Standard,710,pumpkaboo-large
3780,sm,Pumpkaboo-Small,44,66,70,44,55,56,3.5,0.3,Standard,710,pumpkaboo-small
3781,sm,Pumpkaboo-Super,59,66,70,44,55,41,15.0,0.8,Standard,710,pumpkaboo-super
3782,sm,Gourgeist,65,90,122,58,75,84,12.5,0.9,Standard,711,gourgeist
3783,sm,Gourgeist-Large,75,95,122,58,75,69,14.0,1.1,Standard,711,gourgeist-large
3784,sm,Gourgeist-Small,55,85,122,58,75,99,9.5,0.7,Standard,711,gourgeist-small
3785,sm,Gourgeist-Super,85,100,122,58,75,54,39.0,1.7,Standard,711,gourgeist-super
3786,sm,Bergmite,55,69,85,32,35,28,99.5,1.0,Standard,712,bergmite
3787,sm,Avalugg,95,117,184,44,46,28,505.0,2.0,Standard,713,avalugg
3788,sm,Noibat,40,30,35,45,40,55,8.0,0.5,Standard,714,noibat
3789,sm,Noivern,85,70,80,97,80,123,85.0,1.5,Standard,715,noivern
3790,sm,Xerneas,126,131,95,131,98,99,215.0,3.0,Standard,716,xerneas
3791,sm,Yveltal,126,131,95,131,98,99,203.0,5.8,Standard,717,yveltal
3792,sm,Zygarde,108,100,121,81,95,95,305.0,5.0,Standard,718,zygarde
3793,sm,Zygarde-10%,54,100,71,61,85,115,33.5,1.2,Standard,718,zygarde-10-
3794,sm,Diancie,50,100,150,100,150,50,8.8,0.7,Standard,719,diancie
3795,sm,Tentacool,40,40,35,50,100,70,45.5,0.9,Standard,72,tentacool
3796,sm,Hoopa,80,110,60,150,130,70,9.0,0.5,Standard,720,hoopa
3797,sm,Hoopa-Unbound,80,160,60,170,130,80,490.0,6.5,Standard,720,hoopa-unbound
3798,sm,Volcanion,80,110,120,130,90,70,195.0,1.7,Standard,721,volcanion
3799,sm,Rowlet,68,55,55,50,50,42,1.5,0.3,Standard,722,rowlet
3800,sm,Dartrix,78,75,75,70,70,52,16.0,0.7,Standard,723,dartrix
3801,sm,Decidueye,78,107,75,100,100,70,36.6,1.6,Standard,724,decidueye
3802,sm,Litten,45,65,40,60,40,70,4.3,0.4,Standard,725,litten
3803,sm,Torracat,65,85,50,80,50,90,25.0,0.7,Standard,726,torracat
3804,sm,Incineroar,95,115,90,80,90,60,83.0,1.8,Standard,727,incineroar
3805,sm,Popplio,50,54,54,66,56,40,7.5,0.4,Standard,728,popplio
3806,sm,Brionne,60,69,69,91,81,50,17.5,0.6,Standard,729,brionne
3807,sm,Tentacruel,80,70,65,80,120,100,55.0,1.6,Standard,73,tentacruel
3808,sm,Primarina,80,74,74,126,116,60,44.0,1.8,Standard,730,primarina
3809,sm,Pikipek,35,75,30,30,30,65,1.2,0.3,Standard,731,pikipek
3810,sm,Trumbeak,55,85,50,40,50,75,14.8,0.6,Standard,732,trumbeak
3811,sm,Toucannon,80,120,75,75,75,60,26.0,1.1,Standard,733,toucannon
3812,sm,Yungoos,48,70,30,30,30,45,6.0,0.4,Standard,734,yungoos
3813,sm,Gumshoos,88,110,60,55,60,45,14.2,0.7,Standard,735,gumshoos
3814,sm,Gumshoos-Totem,88,110,60,55,60,45,60.0,1.4,Standard,735,gumshoos-totem
3815,sm,Grubbin,47,62,45,55,45,46,4.4,0.4,Standard,736,grubbin
3816,sm,Charjabug,57,82,95,55,75,36,10.5,0.5,Standard,737,charjabug
3817,sm,Vikavolt,77,70,90,145,75,43,45.0,1.5,Standard,738,vikavolt
3818,sm,Vikavolt-Totem,77,70,90,145,75,43,147.5,2.6,Standard,738,vikavolt-totem
3819,sm,Crabrawler,47,82,57,42,47,63,7.0,0.6,Standard,739,crabrawler
3820,sm,Geodude,40,80,100,30,30,20,20.0,0.4,Standard,74,geodude
3821,sm,Geodude-Alola,40,80,100,30,30,20,20.3,0.4,Standard,74,geodude-alola
3822,sm,Crabominable,97,132,77,62,67,43,180.0,1.7,Standard,740,crabominable
3823,sm,Oricorio,75,70,70,98,70,93,3.4,0.6,Standard,741,oricorio
3824,sm,Oricorio-Pa'u,75,70,70,98,70,93,3.4,0.6,Standard,741,oricorio-pa-u
3825,sm,Oricorio-Pom-Pom,75,70,70,98,70,93,3.4,0.6,Standard,741,oricorio-pom-pom
3826,sm,Oricorio-Sensu,75,70,70,98,70,93,3.4,0.6,Standard,741,oricorio-sensu
3827,sm,Cutiefly,40,45,40,55,40,84,0.2,0.1,Standard,742,cutiefly
3828,sm,Ribombee,60,55,60,95,70,124,0.5,0.2,Standard,743,ribombee
3829,sm,Ribombee-Totem,60,55,60,95,70,124,2.0,0.4,Standard,743,ribombee-totem
3830,sm,Rockruff,45,65,40,30,40,60,9.2,0.5,Standard,744,rockruff
3831,sm,Lycanroc,75,115,65,55,65,112,25.0,0.8,Standard,745,lycanroc
3832,sm,Lycanroc-Dusk,75,117,65,55,65,110,25.0,0.8,Standard,745,lycanroc-dusk
3833,sm,Lycanroc-Midnight,85,115,75,55,75,82,25.0,1.1,Standard,745,lycanroc-midnight
3834,sm,Wishiwashi,45,20,20,25,25,40,0.3,0.2,Standard,746,wishiwashi
3835,sm,Mareanie,50,53,62,43,52,45,8.0,0.4,Standard,747,mareanie
3836,sm,Toxapex,50,63,152,53,142,35,14.5,0.7,Standard,748,toxapex
3837,sm,Mudbray,70,100,70,45,55,45,110.0,1.0,Standard,749,mudbray
3838,sm,Graveler,55,95,115,45,45,35,105.0,1.0,Standard,75,graveler
3839,sm,Graveler-Alola,55,95,115,45,45,35,110.0,1.0,Standard,75,graveler-alola
3840,sm,Mudsdale,100,125,100,55,85,35,920.0,2.5,Standard,750,mudsdale
3841,sm,Dewpider,38,40,52,40,72,27,4.0,0.3,Standard,751,dewpider
3842,sm,Araquanid,68,70,92,50,132,42,82.0,1.8,Standard,752,araquanid
3843,sm,Araquanid-Totem,68,70,92,50,132,42,217.5,3.1,Standard,752,araquanid-totem
3844,sm,Fomantis,40,55,35,50,35,35,1.5,0.3,Standard,753,fomantis
3845,sm,Lurantis,70,105,90,80,90,45,18.5,0.9,Standard,754,lurantis
3846,sm,Lurantis-Totem,70,105,90,80,90,45,58.0,1.5,Standard,754,lurantis-totem
3847,sm,Morelull,40,35,55,65,75,15,1.5,0.2,Standard,755,morelull
3848,sm,Shiinotic,60,45,80,90,100,30,11.5,1.0,Standard,756,shiinotic
3849,sm,Salandit,48,44,40,71,40,77,4.8,0.6,Standard,757,salandit
3850,sm,Salazzle,68,64,60,111,60,117,22.2,1.2,Standard,758,salazzle
3851,sm,Salazzle-Totem,68,64,60,111,60,117,81.0,2.1,Standard,758,salazzle-totem
3852,sm,Stufful,70,75,50,45,50,50,6.8,0.5,Standard,759,stufful
3853,sm,Golem,80,120,130,55,65,45,300.0,1.4,Standard,76,golem
3854,sm,Golem-Alola,80,120,130,55,65,45,316.0,1.7,Standard,76,golem-alola
3855,sm,Bewear,120,125,80,55,60,60,135.0,2.1,Standard,760,bewear
3856,sm,Bounsweet,42,30,38,30,38,32,3.2,0.3,Standard,761,bounsweet
3857,sm,Steenee,52,40,48,40,48,62,8.2,0.7,Standard,762,steenee
3858,sm,Tsareena,72,120,98,50,98,72,21.4,1.2,Standard,763,tsareena
3859,sm,Comfey,51,52,90,82,110,100,0.3,0.1,Standard,764,comfey
3860,sm,Oranguru,90,60,80,90,110,60,76.0,1.5,Standard,765,oranguru
3861,sm,Passimian,100,120,90,40,60,80,82.8,2.0,Standard,766,passimian
3862,sm,Wimpod,25,35,40,20,30,80,12.0,0.5,Standard,767,wimpod
3863,sm,Golisopod,75,125,140,60,90,40,108.0,2.0,Standard,768,golisopod
3864,sm,Sandygast,55,55,80,70,45,15,70.0,0.5,Standard,769,sandygast
3865,sm,Ponyta,50,85,55,65,65,90,30.0,1.0,Standard,77,ponyta
3866,sm,Palossand,85,75,110,100,75,35,250.0,1.3,Standard,770,palossand
3867,sm,Pyukumuku,55,60,130,30,130,5,1.2,0.3,Standard,771,pyukumuku
3868,sm,Type: Null,95,95,95,95,95,59,120.5,1.9,Standard,772,type-null
3869,sm,Silvally,95,95,95,95,95,95,100.5,2.3,Standard,773,silvally
3870,sm,Silvally-Bug,95,95,95,95,95,95,100.5,2.3,Standard,773,silvally-bug
3871,sm,Silvally-Dark,95,95,95,95,95,95,100.5,2.3,Standard,773,silvally-dark
3872,sm,Silvally-Dragon,95,95,95,95,95,95,100.5,2.3,Standard,773,silvally-dragon
3873,sm,Silvally-Electric,95,95,95,95,95,95,100.5,2.3,Standard,773,silvally-electric
3874,sm,Silvally-Fairy,95,95,95,95,95,95,100.5,2.3,Standard,773,silvally-fairy
3875,sm,Silvally-Fighting,95,95,95,95,95,95,100.5,2.3,Standard,773,silvally-fighting
3876,sm,Silvally-Fire,95,95,95,95,95,95,100.5,2.3,Standard,773,silvally-fire
3877,sm,Silvally-Flying,95,95,95,95,95,95,100.5,2.3,Standard,773,silvally-flying
3878,sm,Silvally-Ghost,95,95,95,95,95,95,100.5,2.3,Standard,773,silvally-ghost
3879,sm,Silvally-Grass,95,95,95,95,95,95,100.5,2.3,Standard,773,silvally-grass
3880,sm,Silvally-Ground,95,95,95,95,95,95,100.5,2.3,Standard,773,silvally-ground
3881,sm,Silvally-Ice,95,95,95,95,95,95,100.5,2.3,Standard,773,silvally-ice
3882,sm,Silvally-Poison,95,95,95,95,95,95,100.5,2.3,Standard,773,silvally-poison
3883,sm,Silvally-Psychic,95,95,95,95,95,95,100.5,2.3,Standard,773,silvally-psychic
3884,sm,Silvally-Rock,95,95,95,95,95,95,100.5,2.3,Standard,773,silvally-rock
3885,sm,Silvally-Steel,95,95,95,95,95,95,100.5,2.3,Standard,773,silvally-steel
3886,sm,Silvally-Water,95,95,95,95,95,95,100.5,2.3,Standard,773,silvally-water
3887,sm,Minior,60,100,60,100,60,120,0.3,0.3,Standard,774,minior
3888,sm,Komala,65,115,65,75,95,65,19.9,0.4,Standard,775,komala
3889,sm,Turtonator,60,78,135,91,85,36,212.0,2.0,Standard,776,turtonator
3890,sm,Togedemaru,65,98,63,40,73,96,3.3,0.3,Standard,777,togedemaru
3891,sm,Togedemaru-Totem,65,98,63,40,73,96,13.0,0.6,Standard,777,togedemaru-totem
3892,sm,Mimikyu,55,90,80,50,105,96,0.7,0.2,Standard,778,mimikyu
3893,sm,Mimikyu-Totem,55,90,80,50,105,96,2.8,0.4,Standard,778,mimikyu-totem
3894,sm,Bruxish,68,105,70,70,70,92,19.0,0.9,Standard,779,bruxish
3895,sm,Rapidash,65,100,70,80,80,105,95.0,1.7,Standard,78,rapidash
3896,sm,Drampa,78,60,85,135,91,36,185.0,3.0,Standard,780,drampa
3897,sm,Dhelmise,70,131,100,86,90,40,210.0,3.9,Standard,781,dhelmise
3898,sm,Jangmo-o,45,55,65,45,45,45,29.7,0.6,Standard,782,jangmo-o
3899,sm,Hakamo-o,55,75,90,65,70,65,47.0,1.2,Standard,783,hakamo-o
3900,sm,Kommo-o,75,110,125,100,105,85,78.2,1.6,Standard,784,kommo-o
3901,sm,Kommo-o-Totem,75,110,125,100,105,85,207.5,2.4,Standard,784,kommo-o-totem
3902,sm,Tapu Koko,70,115,85,95,75,130,20.5,1.8,Standard,785,tapu-koko
3903,sm,Tapu Lele,70,85,75,130,115,95,18.6,1.2,Standard,786,tapu-lele
3904,sm,Tapu Bulu,70,130,115,85,95,75,45.5,1.9,Standard,787,tapu-bulu
3905,sm,Tapu Fini,70,75,115,95,130,85,21.2,1.3,Standard,788,tapu-fini
3906,sm,Cosmog,43,29,31,29,31,37,0.1,0.2,Standard,789,cosmog
3907,sm,Slowpoke,90,65,65,40,40,15,36.0,1.2,Standard,79,slowpoke
3908,sm,Cosmoem,43,29,131,29,131,37,999.9,0.1,Standard,790,cosmoem
3909,sm,Solgaleo,137,137,107,113,89,97,230.0,3.4,Standard,791,solgaleo
3910,sm,Lunala,137,113,89,137,107,97,120.0,4.0,Standard,792,lunala
3911,sm,Nihilego,109,53,47,127,131,103,55.5,1.2,Standard,793,nihilego
3912,sm,Buzzwole,107,139,139,53,53,79,333.6,2.4,Standard,794,buzzwole
3913,sm,Pheromosa,71,137,37,137,37,151,25.0,1.8,Standard,795,pheromosa
3914,sm,Xurkitree,83,89,71,173,71,83,100.0,3.8,Standard,796,xurkitree
3915,sm,Celesteela,97,101,103,107,101,61,999.9,9.2,Standard,797,celesteela
3916,sm,Kartana,59,181,131,59,31,109,0.1,0.3,Standard,798,kartana
3917,sm,Guzzlord,223,101,53,97,53,43,888.0,5.5,Standard,799,guzzlord
3918,sm,Wartortle,59,63,80,65,80,58,22.5,1.0,Standard,8,wartortle
3919,sm,Slowbro,95,75,110,100,80,30,78.5,1.6,Standard,80,slowbro
3920,sm,Necrozma,97,107,101,127,89,79,230.0,2.4,Standard,800,necrozma
3921,sm,Necrozma-Dawn Wings,97,113,109,157,127,77,350.0,4.2,Standard,800,necrozma-dawn-wings
3922,sm,Necrozma-Dusk Mane,97,157,127,113,109,77,460.0,3.8,Standard,800,necrozma-dusk-mane
3923,sm,Magearna,80,95,115,130,115,65,80.5,1.0,Standard,801,magearna
3924,sm,Marshadow,90,125,80,90,90,125,22.2,0.7,Standard,802,marshadow
3925,sm,Poipole,67,73,67,73,67,73,1.8,0.6,Standard,803,poipole
3926,sm,Naganadel,73,73,73,127,73,121,150.0,3.6,Standard,804,naganadel
3927,sm,Stakataka,61,131,211,53,101,13,820.0,5.5,Standard,805,stakataka
3928,sm,Blacephalon,53,127,53,151,79,107,13.0,1.8,Standard,806,blacephalon
3929,sm,Zeraora,88,112,75,102,80,143,44.5,1.5,Standard,807,zeraora
3930,sm,Meltan,46,65,65,55,35,34,8.0,0.2,Standard,808,meltan
3931,sm,Melmetal,135,143,143,80,65,34,800.0,2.5,Standard,809,melmetal
3932,sm,Magnemite,25,35,70,95,55,45,6.0,0.3,Standard,81,magnemite
3933,sm,Magneton,50,60,95,120,70,70,60.0,1.0,Standard,82,magneton
3934,sm,Farfetch'd,52,90,55,58,62,60,15.0,0.8,Standard,83,farfetch-d
3935,sm,Doduo,35,85,45,35,35,75,39.2,1.4,Standard,84,doduo
3936,sm,Dodrio,60,110,70,60,60,110,85.2,1.8,Standard,85,dodrio
3937,sm,Seel,65,45,55,45,70,45,90.0,1.1,Standard,86,seel
3938,sm,Dewgong,90,70,80,70,95,70,120.0,1.7,Standard,87,dewgong
3939,sm,Grimer,80,80,50,40,50,25,30.0,0.9,Standard,88,grimer
3940,sm,Grimer-Alola,80,80,50,40,50,25,42.0,0.7,Standard,88,grimer-alola
3941,sm,Muk,105,105,75,65,100,50,30.0,1.2,Standard,89,muk
3942,sm,Muk-Alola,105,105,75,65,100,50,52.0,1.0,Standard,89,muk-alola
3943,sm,Blastoise,79,83,100,85,105,78,85.5,1.6,Standard,9,blastoise
3944,sm,Shellder,30,65,100,45,25,40,4.0,0.3,Standard,90,shellder
3945,sm,Cloyster,50,95,180,85,45,70,132.5,1.5,Standard,91,cloyster
3946,sm,Gastly,30,35,30,100,35,80,0.1,1.3,Standard,92,gastly
3947,sm,Haunter,45,50,45,115,55,95,0.1,1.6,Standard,93,haunter
3948,sm,Gengar,60,65,60,130,75,110,40.5,1.5,Standard,94,gengar
3949,sm,Onix,35,45,160,30,45,70,210.0,8.8,Standard,95,onix
3950,sm,Drowzee,60,48,45,43,90,42,32.4,1.0,Standard,96,drowzee
3951,sm,Hypno,85,73,70,73,115,67,75.6,1.6,Standard,97,hypno
3952,sm,Krabby,30,105,90,25,25,50,6.5,0.4,Standard,98,krabby
3953,sm,Kingler,55,130,115,50,50,75,60.0,1.3,Standard,99,kingler
3954,sm,Castform-Snowy,70,70,70,70,70,70,0.8,0.3,Standard,,castform-snowy
3955,sm,Rayquaza-Mega,105,180,100,180,100,115,392.0,10.8,Standard,,rayquaza-mega
3956,sm,Lopunny-Mega,65,136,94,54,96,135,28.3,1.3,Standard,,lopunny-mega
3957,sm,Gallade-Mega,68,165,95,65,115,110,56.4,1.6,Standard,,gallade-mega
3958,sm,Banette-Mega,64,165,75,93,83,75,13.0,1.2,Standard,,banette-mega
3959,sm,Charizard-Mega-X,78,130,111,130,85,100,110.5,1.7,Standard,,charizard-mega-x
3960,sm,Diancie-Mega,50,160,110,160,110,110,27.8,1.1,Standard,,diancie-mega
3961,sm,Steelix-Mega,75,125,230,55,95,30,740.0,10.5,Standard,,steelix-mega
